choice,leftcolor,rightcolor,leftwait,rightwait,leftbuffer,rightbuffer,iti,waitrange,buffrange,reactiontime
2,4,6,0.197613575587801,0.29136490416311,0.562507971451854,0,1,6,6,0.360054827760905
2,4,5,0.202693841514501,0.675394334213526,2.83620295619415,0,1,6,6,0.346516348887235
1,6,5,0.992135247677628,0.817107717887083,0,1.05016517874327,1,6,6,0.359950405079871
1,3,4,0.388702420233145,0.921576858461638,3.19724662937096,0,1,6,6,0.359540231060237
1,5,6,0.617614849758155,0.863010508410172,1.4723739519121,0,1,6,6,0.559229895006865
1,4,2,0.408995404564308,0.110871005854975,0,1.788746392256,1,6,6,0.506717156153172
2,4,6,0.230418399549284,0.422337741322041,1.15151605063654,0,1,6,6,0.81248920597136
1,5,6,0.744273152548947,0.998874890151841,1.52761042561736,0,1,6,6,0.546469655819237
2,2,5,0.66715745286418,0.91531028827434,1.48891701246096,0,1,6,6,0.600336223375052
1,4,6,0.422288521389611,0.924163877463045,3.0112521364406,0,1,6,6,0.519563306123018
2,4,3,0.793608340804283,0.17538389757992,0,3.70934665934618,1,6,6,0.372948547825217
2,3,4,0.429646810716785,0.569371669352693,0.83834915181545,0,1,6,6,0.546438271179795
2,2,5,0.0741496617319759,0.377882676840705,1.82239809065238,0,1,6,6,0.466483128257096
1,4,5,0.213212314161105,0.761362123657652,3.28889885697928,0,1,6,6,0.373131332919002
1,4,2,0.450252881483293,0.447756902057564,0,0.0149758765543699,1,6,6,0.506163347978145
1,4,5,0.123924268467317,0.795180130188903,4.02753517032952,0,1,6,6,0.359921316616237
2,5,3,0.590585116106358,0.485249633195461,0,0.632012897465384,1,6,6,0.373187869787216
2,6,5,0.803180185986301,0.668638256689831,0,0.807251575778821,1,6,6,0.453396019991487
1,3,2,0.897815175772559,0.579659209390944,0,1.90893579828969,1,6,6,0.546221203636378
1,5,2,0.281748757828841,0.174229889257918,0,0.64511321142554,1,6,6,0.399605901911855
2,5,2,0.803119444196634,0.028498612823197,0,4.64772498824062,1,6,6,0.360181719064713
2,4,6,0.860934496326807,0.985830959391702,0.749378778389366,0,1,6,6,0.732497888151556
1,5,3,0.708774351379263,0.626507334702884,0,0.493602100058274,1,6,6,0.492869946639985
1,4,5,0.323018387576108,0.970039991647955,3.88212962443108,0,1,6,6,0.38702457677573
1,3,4,0.363654309121731,0.937973408930923,3.44591459885515,0,1,6,6,0.373200934845954
2,3,6,0.715585267970145,0.841598774232715,0.756081037575417,0,1,6,6,0.546765878796577
2,6,5,0.19414166044171,0.145605648935589,0,0.29121606903673,1,6,6,0.693069180008024
2,5,6,0.104488755159308,0.142507962483218,0.228115243943462,0,1,6,6,0.507006921805441
2,2,3,0.309362177881115,0.45012364790315,0.844568820132208,0,1,6,6,0.519520600792021
1,4,6,0.0378201925371868,0.643975972497825,3.63693467976383,0,1,6,6,0.373186849057674
2,5,3,0.896466761313596,0.165639106727037,0,4.38496592751935,1,6,6,0.346294277347624
1,6,5,0.173146834211958,0.142986442960327,0,0.180962347509788,1,6,6,0.559880422893912
2,2,3,0.157577902617668,0.411809295141981,1.52538835514588,0,1,6,6,0.359988233074546
1,6,3,0.684565436879436,0.490134144430111,0,1.16658775469595,1,6,6,0.546476081945002
2,4,3,0.842315417175328,0.795216465739168,0,0.282593708616958,1,6,6,0.479823862202466
1,3,4,0.481988332458766,0.870558814085349,2.3314228897595,0,1,6,6,0.372922830283642
2,3,5,0.464964643802943,0.894595404572131,2.57778456461513,0,1,6,6,1.31950376508757
1,5,6,0.010246152063015,0.597608749101688,3.52417558223204,0,1,6,6,0.399845492094755
1,6,2,0.578376937461261,0.194655701608702,0,2.30232741511535,1,6,6,0.426537340972573
1,6,3,0.497952808392212,0.459124052645231,0,0.232972534481889,1,6,6,0.412936593871564
2,2,3,0.259767784392353,0.430074359956232,1.02183945338327,0,1,6,6,0.400439267978072
1,4,3,0.323750073240954,0.267480960706007,0,0.337614675209678,1,6,6,0.519789657089859
1,4,2,0.769353655525182,0.526888411737461,0,1.45479146272633,1,6,6,0.613100095652044
1,3,2,0.285131189173614,0.199896440934342,0,0.511408489435636,1,6,6,0.373775823041797
2,6,4,0.760009635128085,0.481937597730168,0,1.6684322243875,1,6,6,0.440396027173847
2,4,6,0.853326586472488,0.859938843110548,0.0396735398283572,0,1,6,6,0.759701310191303
2,4,6,0.261219114652471,0.309659964083536,0.290645096586386,0,1,6,6,0.359849224798381
1,6,4,0.646487810484361,0.599193579330665,0,0.283765386922175,1,6,6,0.425860431045294
1,6,3,0.719172423574688,0.700346235046324,0,0.112957131170182,1,6,6,0.399848505388945
2,6,2,0.666278440349865,0.0763768833486256,0,3.53940934200744,1,6,6,0.373271259013563
2,2,5,0.448697359510091,0.943086136571637,2.96633266236928,0,1,6,6,0.693101364653558
1,4,2,0.230589520293562,0.158281108438168,0,0.433850471132365,1,6,6,0.387038370594382
2,3,6,0.647105812862099,0.907396773298921,1.56174576262093,0,1,6,6,0.599722161889076
1,5,6,0.439914809279104,0.981581478836751,3.25000001734588,0,1,6,6,0.386784213129431
1,3,4,0.0427649608081044,0.750696301809836,4.24758804601039,0,1,6,6,0.346816823352128
1,5,6,0.661730518407063,0.959699037931719,1.78781111714794,0,1,6,6,0.493152312003076
2,6,5,0.781404445311709,0.0645123538861574,0,4.30135254855331,1,6,6,0.333207888994366
1,6,3,0.980524232601991,0.670777341663268,0,1.85848134563234,1,6,6,1.09321625623852
1,4,5,0.0522638834324963,0.399088849965059,2.08094979919537,0,1,6,6,0.359875184018165
1,6,3,0.783087389442645,0.349754362529961,0,2.5999981614761,1,6,6,0.559819242917001
1,5,2,0.69276192583738,0.249687548843067,0,2.65844626196588,1,6,6,0.573113949038088
1,6,4,0.944060629207669,0.826995093294883,0,0.702393215476718,1,6,6,0.506484389305115
1,6,2,0.75594547705536,0.175632869440891,0,3.48187564568681,1,6,6,0.546783929225057
2,6,4,0.944811405122658,0.445285896512347,0,2.99715305166186,1,6,6,0.439861495047808
2,4,3,0.802731152532031,0.502480605851151,0,1.80150328008528,1,6,6,1.13287317100912
1,5,2,0.832600510135573,0.516773848569381,0,1.89495996939715,1,6,6,0.573647458106279
1,4,2,0.724392474034984,0.672144010976024,0,0.313490778353759,1,6,6,0.466790375299752
2,5,6,0.543838192030712,0.643216745296128,0.596271319592498,0,1,6,6,1.05294288182631
2,5,2,0.874263218079816,0.0369414091282251,0,5.02393085370955,1,6,6,0.359037443995476
1,5,3,0.836123766301257,0.732140225233575,0,0.623901246406092,1,6,6,0.625860522966832
2,2,3,0.589446001960638,0.818954952442532,1.37705370289136,0,1,6,6,0.559768925886601
1,3,2,0.898702439804889,0.491905800761611,0,2.44077983425966,1,6,6,0.533095247112215
1,6,2,0.930298899733601,0.280295727905024,0,3.90001903097146,1,6,6,0.386181436944753
2,5,3,0.98393681132418,0.0259879254857022,0,5.74769331503086,1,6,6,0.359897192101926
2,4,5,0.285475500060932,0.499273247783665,1.2827864863364,0,1,6,6,0.799141722265631
1,4,5,0.00848713796981011,0.64332785859859,3.80904432377268,0,1,6,6,0.333009868860245
2,3,5,0.540994812520684,0.704679061986822,0.982105496796828,0,1,6,6,0.506792613770813
1,4,6,0.225705165986766,0.94075240704266,4.29028344633537,0,1,6,6,0.319877794012427
2,4,2,0.587755277095249,0.195608243902963,0,2.35288219915371,1,6,6,0.786921384744346
1,6,3,0.467669302815417,0.117972418720821,0,2.09818130456758,1,6,6,0.45342446770519
1,3,5,0.067633908739143,0.723104178776547,3.93282162022443,0,1,6,6,0.346803238149732
2,2,6,0.237931508216044,0.691035754834784,2.71862547971244,0,1,6,6,0.493392903823406
1,3,5,0.127144361439694,0.915282716935166,4.72883013297284,0,1,6,6,0.332634376827627
2,2,5,0.569700577561604,0.95760707788058,2.32743900191385,0,1,6,6,0.453196415212005
2,5,6,0.166430373753621,0.195291677115155,0.173167820169203,0,1,6,6,0.413428974803537
1,3,4,0.502585138428297,0.907330432863594,2.42847176661178,0,1,6,6,0.359877599868923
2,3,4,0.186310908843908,0.22866581251317,0.254129422015571,0,1,6,6,0.426222926005721
1,5,2,0.540907899635335,0.434970007014913,0,0.635627355722537,1,6,6,0.532575384248048
2,2,6,0.522379386947667,0.630356429438273,0.647862254943634,0,1,6,6,0.373754413798451
2,6,4,0.910757989581096,0.499548447550995,0,2.4672572521806,1,6,6,0.425988735165447
2,2,4,0.765089888481931,0.86575571581058,0.603994963971896,0,1,6,6,0.772746479138732
1,3,4,0.37256335484449,0.672304871339493,1.79844909897002,0,1,6,6,0.813008768949658
1,5,2,0.970664958455909,0.724339302966529,0,1.47795393293628,1,6,6,0.719172397162765
1,6,4,0.801380357146906,0.799662568047486,0,0.010306734596522,1,6,6,0.359545486047864
2,3,6,0.278570343404343,0.292394750422051,0.0829464421062482,0,1,6,6,0.386534909252077
2,5,4,0.625377329823271,0.513632735010997,0,0.670467568873646,1,6,6,0.360090595204383
1,6,2,0.736163820017205,0.705323029172292,0,0.185044745069484,1,6,6,0.373479175847024
1,6,3,0.717996306120416,0.36391696583662,0,2.12447604170278,1,6,6,0.573432689998299
1,4,2,0.408417826242939,0.278405665083977,0,0.780072966953773,1,6,6,0.466454274021089
2,2,5,0.579120774091743,0.911142923827815,1.99213289841643,0,1,6,6,0.812995718792081
1,6,2,0.827303258621741,0.485867655596634,0,2.04861361815064,1,6,6,0.4397828951478
